,reviews-title,reviews-text,stars,nlp-grade
4197,Night Sky,"I’ve been to the Empire State Building many times but this was my first time to visit after dark. I’d recommend it over daylight viewing for two reasons. Firstly the were no queues at all compared to early in the day when you can be queueing for an hour or more. Secondly viewing the city at night was spectacular. It was easier to spot iconic buildings from the 86th floor. It’ll do wrap up well, it’s pretty cold up there after sunset.",5.0,4.8044
4198,60th Birthday New York trip,"Although cloudy on the day of our visit t
he views were amazing. Did not go to the top as very cloudy",5.0,4.3616
4199,Breathtaking View,"Empire State is a must to go make sure you to the top you pay a little extra but uts worth a ago .

Nothing much to write a must a go awesome view with breathtaking view of New York .",5.0,4.8612
4200,Excellent empire state,Fantastic visit to a spectacular attraction and seemless from start to finish with great staff too of which we would thoroughly recommend to anyone visiting New York .,5.0,4.8518
4201,Iconic Empire State Building,"Empire State Building is an iconic building in New York, once famous as the tallest building of the world for nearly 40 years till the completion of the World Trade Center in 1970s.it offers a panoramic view of the New York City from the visitors deck provided the weather is clear. A must for any first time visitor to New York",4.0,3.7636
4202,New renovation,"Incredible
Stupendous
A must see.
The different levels of sights are exhilarating.
To see the Hudson River on one side, the East River on the other. Then the Chrysler Building, the World Trade Center, the Statue of Liberty. An amazing picture.",5.0,4.744
4203,Always a thrill!,"Visit this every time I visit NYC, it's the #1 tourist activity for a reason! Following a recent refurbishing, there's a new museum and activity center on floor 2 and you can now visit the 102nd floor and walk around the spire in a glass room while getting the best view of the city (and feeling those butterflies in your stomach when you get too close to the edge lol!). They've even added outside heaters on the 86th floor observatory for those chilly days.",5.0,4.4836
4204,What amazing views,"My wife and I had always wanted to go to the Empire State Building but anytime we tried the lines were just way too long. This time we lucked out; very short lines, a beautiful clear day and the most amazing views. We now can check this off our bucket list.",5.0,4.9334
4205,Excellent place,"Beautiful place, amazing view, perfect to visit and to take pics, unforgettable experience, coat required to protect of cold",5.0,4.865
4206,Visit,The trip to the Empire State Building was on my list of things to do for years. I worked in NYC and never went there. I enjoyed the view. The staff was knowledgeable and eager to help with many pictures taken of my daughter and me.,5.0,3.7214
4207,"Ok, just let down by rude staff","We had a great experience during our visit to the Empire State Building, the museum was really interesting and fun! When you get to the top it’s just magical definitely a view I will never forget. Everything is well organised throughout and there is lots of staff on hand to keep you on track.

The only downside was the staff members who take the photos at the start and then the staff members when you go to pick up your photo on the way out not only are they rude they are also quite aggressive I witnessed one lady tell a family that they had no picture as it was to weak but the manner in which she explained this was awful the children were really upset.

All in all a great experience just let down with some rude team members.",3.0,2.5394
4208,Visit,Must see and experience👍🏻😊 good experience. But veru much wind and fast to get up to the tower when it not is summer,5.0,3.4764
4209,Cloudy Day was PERFECT!,"We had made online reservations ahead of time to go to the top of the ESP -- 102nd floor and all; so when we saw that the forecast called for clouds and rain, we were pretty bummed. It ended up being a blessing, though, because it meant NO LINES! We arrived at about 9:00AM, and the coast was clear! We quickly and easily walked through the entrance, perused the museum, and took the elevators up to the 80th floor to look around...then up to the 86th to look around and go outside...and then used out special passes to access the highlight of the visit -- the 102nd floor observation deck with floor -to-ceiling windows. The employees were all very cordial and the visit was very well organized. The view was spectacular-- even despite the clouds and the fact that it started to rain. So I would HIGHLY RECOMMEND going to the ESB, especially the 102nd floor, and encourage you to not let a cloudy day stop you! It might turn out to be better than expected! Our 9-year old son was AMAZED and LOVED it!",5.0,4.9764
4210,Amazing Views,Go early. We went at ten on a Sunday and walked straight in. No queues! Excellent information and displays on the building. Loved it ! It’s a must.,5.0,4.6706
4211,Great fun for all,We went for the Macy’s parade but couldn’t help but take in all that New York City has to offer. The iconic Empire State Building was on the top of our list and even though I had been there before there was so much more to see than the last time I was there. It was overall a great time with my family.,5.0,4.8162
4212,Like a Movie,"The visit to the Empire State Building was an awesome expirience for my family and me. We were well treated, and the atraction were awesome.",5.0,4.7668
4213,Breath taking views and customer service,Great exhibit and the staff were second to none! They kept the lines moving and offered options to get up and down quicker! A huge shout out to Renita in the 102nd floor lift! I panicked due to the glass elevator but she wouldn’t let me waste my money and came in for the the ride to ensure we were fine! Genuinely cared about us getting the experience!,5.0,4.6776
4214,Fantastic place,Every year in the night time i go to see this best show in New York the color the lights the wind all for a magical show,5.0,4.4368
4215,What a great day!,Do not miss the Empire State Building. Staff is very nice and accommodating. They are actually wonderful! My daughter was afraid to go to the 102nd floor and one of the staff members took us up accompanied and we passed a fairly large line. The views are jaw dropping. I can't describe how amazing this experience was.,5.0,4.3318
4216,So expensive with not much entertainment except for the view,"So expensive with not much entertainment except for the view. Entrance fee is $42.
There are no restaurant inside where you can just relax and chill with the view.",3.0,2.6778
4217,Not good,We could not see anything from observation desk because of excessive clouds and rain. We booked tickets online so there was no advisories otherwise we qould not have booked it. Looki g for refund.,1.0,2.293
4218,Visit to the sky,"Empire State Building is a legendary place: there are lots of movies, books used this place. For me personally the most remembered is scene of “The day after tomorrow”
So finally this is the greatest view on NYC with lots of emotions.",5.0,4.2738
4219,Great trip with fantastic views of New York,"Brilliantly informative visit with fantastic views of the city.
Excellent gift shop with relative souvenirs.

We went in the morning around 11am, and it was a little busy but didn’t have to wait too long.
Definitely worth a visit.",5.0,4.8372
4220,View was poor,"I don’t know if it was the weather or the time of year but the view from up top was not great (everything looked gray and dull). There wasn’t a long queue and the facilities were as expected but I didn’t think it was worth it and wouldn’t recommend it. There are better views and cheaper, it’s just a tourist trap.",1.0,4.0076
4221,A visit to always remember,"The total experience was incredible, from purchasing tickets online, some of the best attendants were so personable and professional, from the every day issues they have to endure day in and day out, children, obnoxious people, confused people and their helping the people who realized they shouldn't have visited this landmark due to it's height, the new upper deck was beyond amazing, thanks.",5.0,4.6944
4222,Amazing - organisation superb!,The organisation of this is amazing. No queues & everyone so friendly. The top of the Empire State is amazing - a must see if in New York!,5.0,4.833
4223,The best short stay ever!,"We enjoyed every minute from plane journey to stepping out of the subway. Instantly you feel the energy and excitement of the site. We bought our excursion tickets before arriving, which was a great plan. Every iconic landmark or building was spectacular. The food the people everyone welcomed us and were so polite. We will definitely visit again as so much more to experience.",5.0,4.9048
4224,VIP express pass,"Booked this whilst at home in UK, then spent weeks remembering that I’m afraid of heights!

I’m so pleased I braved the 102nd floor ~ this was my highlight of our trip. The views are amazing.

I would recommend the VIP pass, as the queues were huge (although it was thanksgiving weekend (so possibly extra busy?)

We went up around 4pm so got to see sundown, which was spectacular.",5.0,4.9384
4225,NY CITY VISIT,We payed for the fast track lane and boy was it worth it the queues was huge to get to the lifts saves lots of time as we had so much to get through in the few days we had there amazing city .,5.0,4.5812
4226,Amazing experience,"The Empire State Building has brilliant views of New York City. We experience the sunset skyline while on the 102nd floor. You can see all of the city from all viewing floors. Furthermore, we had skip-the-line passes which saved us a lot of time as the queue was rather long.",5.0,4.53
4227,our amazing week in New York,"We have just spent the most amazing time in New York, everywhere we went people were friendly will never forget 🗽",5.0,4.677
4228,Be sure to arrive early.,"We went on a Tuesday and it was very busy. We had planned to go first thing in the morning...Well, I'm not so much a morning person, so I didn't end up there until around 11:30. Big mistake.

If you do the same, plan on being stuck in long lines with no bathrooms. Apparently there is a bathroom on the 2nd floor, but I did not see any signs for it. There was a restroom by the gift shop when exiting. That was the only one I saw.

It was honestly too crowded to be enjoyable. The observation deck was just super packed. you could hardly move around. For me, that's just not enjoyable. Sorta had that tourist trap feel to it.

For comparison, a couple days later we went to the One World Observatory, and it was much less crowded with more bathrooms, etc.. This was in the afternoon and there was no waiting to go to the top at all.

So, to summarize: Get there when they open and be sure to use the restroom on the 2nd floor in case you get stuck in long lines after that.",3.0,4.9033999999999995
4229,Amazing building and exhibition oh and the views!,"From the doorman greeting me, to the lift, then the great exhibition, then the view. What an achievement that building is from the architects, designers and the construction team who did extraordinarily hard work to build a floor a day.",5.0,4.486
4230,Magical,"Magical, evening visit to the ESB, no queues and fantastic views of Manhattan all lit up. Really friendly, helpful and excellent staff at the building. Great displays, amazing elevators and beautiful art deco style everywhere! Loved it!",5.0,4.9666
4231,Good but not impressive,"It's a good place with a great view but more than that is nothing.
You can invest that money in another experience :), it is so expensive just for a panoramic view",3.0,4.0846
4232,Amazing views,The ESB is a great place to visit with one of the best skyline views around - only downside was how packed full of people it was and the price of the ticket.,4.0,4.6148
4233,NYC weekend trip,Wonderful Experience and the wait was short at 11am. I have done Empire State before at night and the wait was long. Going in the morning was the best choice.,5.0,4.672
4234,VIP trip Empire State,Booked to go up Empire State on a set day and would have gone up until Chris stopped us and said there was zero visibility and told us that even though we had booked for that day we could use it anytime as long as the tickets weren’t scanned. Thanks Chris we went up the next day and it was very clear view had a great time and would recommend doing the VIP option.,5.0,4.877
4235,4 PM time a bit crowded,"We purchased tickets to 102nd floor through website. I must have missed some fine print when receiving email confirmation. The visit was most confusing. First we discovered that confirmation print out was not sufficient. Wandered through the crowds to get a “real” ticket. Then through the lines and crowds to see the very well done museum. It was towards the end of a long NYC touring day with an 8 year old autistic child, so we hoped to skip part of the tour and head for a quick look from 102nd floor. Not possible. First you wait in line to get to 82nd floor. Then a choice of walking up or another line to get to 86th floor to get elevator to 102nd floor. It was a bit easier to get down, through the gift shop and back on the street. The 8 year old took the whole herding experience better than the 76 year old in our party. Was it worth it? Definitely Yes! Just be forewarned and prepared. Perhaps earlier in the day would be better when the crowds may be less and everyone in the party not near exhaustion.",4.0,4.9604
4236,"Pure New York, and style","The view was amazing at sunset, almost no queu, the people were friendly, helpful and fun. An historical evergreen",5.0,4.8082
4237,No lines on a cloudy day,Not much of a view but zero lines... It was over cast so you couldn't see anything. Very clean and awesome experience.,4.0,4.8016000000000005
4238,Grand kids visit to NYC,"It was the second time that I've shared the amazing Empire State Building experience with my family and this time was even better than the first. On a cold, windy day in NYC, my Florida grandkids didn't want to leave! Amazing!",5.0,4.8494
4239,Empire State,"I think is a nice attraction, nice view. An Iconic building. but very very expensive ($58 Dlls per person)",4.0,4.1718
4240,Loved it!,"The Empire State Building was just as we expected, classy and iconic! We enjoyed the views, the staff and the fast moving lines.",5.0,4.5148
4241,VIP Tour,"Our tour guide Siobhan was a star - really friendly lady who has worked there 16 years. Because it was snowing and no visibility from the top, she took us all over the building - really interesting.",5.0,4.4516
4242,Ok,"No priority line for family with child < 2 years. Slow line, the empire and museum excellent
Thanks!!",4.0,4.434
4243,Empire State Building,Very good really enjoyed the experience and the staff and queing method was very efficient and orderly,5.0,4.7582
4244,Empire State Building,"Going to the 102nd floor as spectacular. We went for late afternoon, so got to see sunset and all the lights coming on. It was wonderful. We used the express pass, which allowed us to go to the front of the line and also stop on the 84th floor. It was a memorable experience.",5.0,3.7224
4245,Iconic building,"Sadly the weather was bad so we were not able to enjoy the view. However, the service was excellent and to experience such an iconic building was still wonderful. The Art Deco design was breathtaking. If you love architecture and history a must go whatever the weather!",5.0,4.5768
4246,Exciting place to visit,Hard to manipulate lines with wheelchairs and people clog up the ramps going outside taking pictures but the staff was great in getting us up and down the elevators.,4.0,4.5085999999999995
4247,great,"that just to say one has to go to live this business is just perfect........
it's the best I've ever lived in. I hope someday I'll come back",5.0,4.5928
4248,A Must Do in NYC,"This was a great experience. The views are great. The staff is friendly. I really enjoyed the rooms you walked through before getting to the elevators to take you to the observatory. This has changed a lot since the last time I was here, which was many years ago...and everything is for the better. It's definitely a must do if you are visiting NYC.",5.0,4.933
4249,Superb,Excellent experience we went first thing in the morning had no q's granted it was mid November went straight up with the help of the lovely people on the lifts they were so pleasant. Overall a lovely experience and by far for me the highlight of our trip to NY,5.0,4.9392
4250,"AMAZING, both the view and the staff","Of course the view from the top of the Empire State was outstanding - I had no doubts about that prior to getting there.
However, I was so worried that we would be queued up for hours trying to even catch a glimpse of the amazing view but this was not the case, it was so free flowing and there were no queues at all (bearing in mind we went around 1pm)!! the staff were also very accommodating and very nice",5.0,4.798
4251,Great Trip 2019,"We went earlier in the morning and the crowds were minimal. The staff was great at keeping things moving, and very professional when asked questions. Always very positive attitudes also, which I think, must be difficult day in and day out with large crowds. Excellent.",5.0,4.761
4252,NYC in the fall,"Had a wonderful visit to NYC in November. We arrived into New York in the evening. First thing after checking in to our hotel, we went for dinner nearby at Sarge’s deli, then straight to the Empire State Building. An excellent way to start the visit, especially for first timers or ones who haven’t been in many years. The new exhibits before the elevator ride up were An impressive, pleasant surprise. Weather was clear. Making for excellent views. Staff was friendly, met nice people. Even witnessed a proposal. All in all, excellent visit.",5.0,4.9722
4253,Wonderful visit,So good to look around New York scenery on 87(?)floor veranda without roof. And there is one thing I ask you to do. It would be great to go up to top floor without additional ticket charge.^&*,5.0,4.6878
4254,ESB- Loved it,"We were in NYC for the first time, and the Empire State Building was a must-see! We loved it and would highly recommend it. :)",5.0,4.764
4255,"Top of the World Ma,top of the World!!",2nd time visiting NYC after 19 years. This time was with my daughter(who I went with last time)& my granddaughter who is 16. We saw lots of tourist attractions but the Empire State was a favourite for all of us. The weather was bright & clear so the views were amazing.,5.0,4.8732
4256,City break,You start on the 2nd floor walking through rooms that gives you the history of the building which was really good then progressed to the top we ventured outside which was windy but the view over New York was well worth the visit.a big thanks to all staff inside they were so polite and friendly,5.0,4.8872
4257,Magical with amazing nighttime view,This was the first thing we did when we arrived in NYC. The staff were friendly and helpful the whole experience was great. It’s very well organised with no queue. Spectacular views but wrap up warm if you are visiting at night the wind is icy.,5.0,4.5808
4258,"Impressive attraction, horrible organization","Paid 93USD per person to visit museum, 86th floor and 102nd floor, skipping lines... for at the end, no skipping any line!!! This ticket wouldn't allow us to skip the lift lines so at the end that added over 90 minutes just in queuing!!! We even skipped the 102nd floor visit because we were TIRED of queuing moreover when we paid in advance to skip it. Felt totally fooled. Very disappointed. The Observatory is much better organized and the views are also incredible.",2.0,1.187
4259,View from the highest floor,It's alright if your highlight is to see the city from up high. If it's not then the hours of waiting and being squished in between people is probably not worth it.,3.0,3.8172
4260,A spectacular place to visit!,"The Empire State Building is simply amazing. During peak times of the year, the VIP pass is the only way to go. We paid nearly twice the price, but saved at least 3 hours of line waiting by doing so. The museum and 102nd floor observation deck is astounding. This is just a great place to take children, especially if you pay extra to bypass the lines.",5.0,4.9028
4261,Icon,"It's an icon of the city. The views are very nice and you can get a 360 view of the city. Along the experience, there are some mockup and miniatures of the building to take pictures.",3.0,3.9508
4262,Up up and away.,The empire state building need hardly any review from me. How ever if it on any of your list for things to do. The quick way is at night low queuing and in and out without to much trouble. In daylight hours get there early or you may face a long wait to get in. The views day and night are contrastley different. Enjoy.,5.0,4.04
4263,Vista mozzafiato sulla città,"Da uno dei più iconici edifici di New York potrete vedere tutta (o quasi) l'isola di Manhattan come non l'avete mai vista. Il biglietto permette di accedere alla terrazza panoramica in due diverse occasioni (giorno e sera) della stessa giornata, così da non dover scegliere tra le due possibilità. Attenzione al vento!",5.0,3.0
4264,Erneuter Besuch nach vielen Jahren,"Nach vielen Jahren (bei meinem letzten dortigen Besuch standen noch die Twin Tower) gönnte ich mir 'mal wieder eine Auffahrt in die 86. Etage. Die Visite hat sich gelohnt, da man von hier aus sehr gut alle Bereiche New Yorks überschauen kann und sich in den vergangenen Jahren, besonders in der südlichen Richtung, baulich viel verändert hat. Mein Ausflug folgte auf einen Regentag mit schlechter Sicht. Deshalb überlegte ich den Kauf eines Express- Passes, um zu erwartende Besucherschlangen zu umgehen. Ich habe es glücklicherweise nicht getan. Meines Erachtens nach lohnt sich die Zahlung des nahezu doppelten Preises nicht, da sich nach meinen Beobachtungen alle Besucher, egal ob Eintrittskarte, Express- Pass oder gar nichts, zunächst auf der Straße an die lange Schlange anreihen mussten. Erst im Gebäude hat man dann einen Zeitvorteil, den man allerdings bei dieser Preisdifferenz verschmerzen kann.",4.0,1.0554
4265,Great views,Went here with my three sons and wife after Christmas. Lines were very long but moved pretty fast. Did not buy express but did buy all three floors. Views were great but was very very crowded which did become frustrating. They should sell fewer tickets to make it a little more enjoyable for everyone. Would go again. Be prepared to wait in several lines and to be squeezed in with a lot of people.,4.0,4.8469999999999995
4266,Un moment magnifique,Nous avons eu un choc quand nous avons découvert la vue exceptionnelle au sommet de l'Empire State avec un temps clair remarquable ! L exposition au Rdv est une vraie mise en bouche signe de la beauté de ce qui allait suivre. A ne pas manquer !!,5.0,3.0
4267,Empire State Building,My daughter and I visited the ESB using an express ticket and had a great experience. All of the staff we encountered were very friendly and using the express pass saved us a lot of time.,5.0,4.7716
4268,Quick stop!!,Wish we had done this towards the beginning of the holiday as it was amazing but we had to squeeze it in on our last morning!! Highly recommend you upgrade to an express pass as the queues are massive!! Cost is well worth it!!!,5.0,4.864
4269,Sempre spettacolare!,"Dopo due anni sono tornata a visitarlo con mia mamma ed è sempre meraviglioso, il Re di New York! Hanno migliorato ulteriormente l'esperienza con numerosi contributi e intrattenimenti lungo il percorso che consentono di alleggerire le lunghe code di accesso. Preso ingresso con City pass. Personale molto gentile: abbiamo perso un paio di occhiali e all'uscita li abbiamo recuperato grazie ad uno di loro che li ha custoditi. Imperdibile se si va a NY!!!",5.0,3.6662
4270,Beautiful view,"My favourite building in nyc. well organised security no queuing.
Definitely one of my highlights when we visited New York.",5.0,4.2248
4271,Amasing,It was a wonderful expeeriance. We loved it. Everyone who is in New York should visit the Empire State.,5.0,4.645
4272,Crowded as Hell.,Everything too packed.The views OK. At night very nice with all the lights. Long queues to get in. People making lots of pictures.,2.0,4.4414
4273,Way too much people allowed to enter.,"As a Tourist attraction is nice but they allow way too many people to enter at one time and you can't enjoy, the line for the elevator is huge and the stairs are not open all the time.",2.0,4.1602
4274,Empire state,"Loved it from start to finish
Some queues, but worth the wait
Amazing
Only 2 loos at the top , so go before",5.0,4.8084
4275,A good family outing.,We had a wonderful day at the Empire State Building with the family ranging from 8years to 70 years. It was very well done. Well organised. Helpful staff. The views from it were amazing. King Kong was a definite draw for the kids. We all had a great time.,5.0,4.93
4276,Amazing,It was a perfect clear day. Stunning views. Express pass was well worth the money. Staff were friendly. Best day ever,5.0,4.9201999999999995
4277,Lovely views,Lovely views! If u go in the morning you can go back up on the night! The night view was my favourite but it is worth seeing no both! Wrap up warm! Also before you make the journey to the Empire State. Maybe ring to see what the visibility is like so not a wasted trip.,5.0,4.8228
4278,Expensive but worth it,"The attraction was expensive but very good. It was amazing to see how the building was made and little film clips of old stars .
A couple of surprises, a good attraction overal",5.0,4.9448
4279,wonderful experience but some employees were really disrespectful,"i choose the most expensive priority access ticket and at some point, at the 86th floor i asked a lady where i was supossed to go to access the 102th floor , she just ignored me, she was explaining everyone where they need to go for the 86th floor. I try again to ask her, but she just answered I WONT ANSWER YOU MAM... she was talking to her collegue and didnt care about visitors. When you pay 200 dollars the minimum you can wait is to have respect...
the view was extraordinary but this kind of behaviour makes you feel like a stupid tourist.... so sad....",1.0,1.414
4280,"Great views, not such a great price and hoards of people.","Despite having a long queue this moved quickly and before we knew it we were up the stairs and standing at a ticketing machine that told us cheapest option was over $40 USD Each. To include both lower and upper deck cost was over $60 USD each
Very expensive when you consider the Eiffel Tower in Paris to the second floor costs €11
Very expensive and other places in NY to get a fab view that are not so dear.",4.0,2.523
4281,amazing view especially in the evening,"Out of expectation ！ very worthy to have a check ！ I am Asian from big city and big buildings are not surprising thing for me . However , compared with Singapore / Tokyo / shanghai , the night view on top of Empire State Building in NYC is the best . Impactful !",5.0,4.6516
4282,Fantastically amazing,"Visited whilst we were in NYC at the end of November. Words can’t describe our amazement! The views are stunning. The extras you do to make it worthwhile! I have a great pic with’ King Kong!’
Brilliant attraction, well worth the money. Thank you",5.0,4.9542
4283,Great view,"We had a fantastic view all over New York, and the staff were really helpful. The elevators go so fast you don’t realise your so high up",5.0,4.5426
4284,An Amazing experience!,"A fantastic approac to the rise of top floor made by the show of Building history.
The view from the 86th floor Is enchanting.
I would suggest to improve the guiding information about the view point on the 80th floor. It Is not Easy ti understand the way toward the nord vewing room.",5.0,4.418
4285,Amazing,Our visit to Empire State was our first atraction in New York and it was the best one. It is an obligattory visit for all the travellers!,5.0,4.3392
4286,Great but pricey,Fantastic views. Helpful staff. Very interesting but expensive to get in so didn’t buy any souvenirs,4.0,4.273
4287,Great attraction with reasonable service,"newly refurbished visitor centre works well, spacious and no rush thru it. Finding entrance is bit iffy (needed check 3 entrances before we found right one) but with better signs will improve. If you come early you will miss queues.",4.0,4.55
4288,One off the bucket list - great views,"I missed getting here the last time I was in NYC so this time I wanted to go, so went by myself and got in so easily. No lines, no queues for lifts very easy. Coming down was a different story, it took quite a while to get out, queuing for the lift.
There are 2 stages to this experience, the first takes you to a floor with no external aspect but it's primarily an empty room with some photos on the wall, so seemed to be an overflow area for when it's busy, like a holding area for the main viewing deck.
once out of the 2nd lift, the amount of people suddenly hit, so I'd hate to be here on a super busy day, and have to wait to get up.
Of course once you are there the views outside are spectacular and well worth it. It would be great to see the views at night as well as during the day, although I only did the day one, so perhaps next time I might go back for the night viewing.
With the development happening in NYC and new skyscrapers going up I feel the view has diminished over the years, it was difficult to see Central Park, but don't get me wrong it is still amazing. You can still see the Statue of Liberty for example.
The photo opportunity is nice, if you want to do it and pay extra, I did as I had no one to take a photo of me, and a selfie just isn't the same.
I also felt it was reasonably priced, so I'd recommend going, if you're ok with heights. I was a little shaky.",4.0,4.976
4289,Fab experience,"Great experience made better by friendly staff, no queues, well organised, as are many attractions in NYC",5.0,4.8338
4290,Touring NYC,"Awesome, loved the elevator ride with the Video on the ceiling. it’s a must do. Amazing views all around. Very well set up for tourists. Will definitely do it again someday",5.0,4.9018
4291,Amazing!,There are no words to describe the amazing experience of being up here. This is for sure one of the thing that you have to do at least once in your life! The city from the Empire is magical and the whole experience is fantastic! Super suggested!,5.0,4.8456
4292,Beautiful view at a price.,"Great experience, helpful very friendly staff. Very nice exposition off the history off the building. The price for admission was a bit steep. Hopefully this can come down a bit. But once you get all the way to the top of the building you get stunning views of the city that never sleeps. In the end it still remains a must have visit when you go to New York. Amazing!",4.0,4.9244
4293,View of NYC,It was a beautiful experience on top of New York City. You have to go when the sun shine so you can see even the smallest detail miles away from you!,5.0,4.4354
4294,Experience???,"The views were beautiful experience was terrible... Most of my time was spent waiting in line waiting for an elevator.
I was glad to walk out of the building at the end and move on with the rest of my positive visit to New York. I will never return or recommend the Empire State building visit to anyone... The only negative in my week spent in New York.",1.0,4.3796
4295,Everything i imagined,"Visited this iconic place in a recent trip to Nee York. Completely filled my expectation, was fortunate to turn up one day with no queue and to witness sunset over NYC. Fantastic building and nice to see some original features are maintained",5.0,4.711
4296,Beautiful but expensive,"Beautiful scenery, especially at evening/night, but very expensive for this experience. Around 60$ for the 102nd floor is a lot of money",3.0,3.7012
4297,New York Holiday,"It was a beauty experience....especially in the night when Is possible ti admire the lights of new york, so Is possible also to understand the extension of manhattan, Is beautiful",4.0,4.7914
4298,Great view but disorganized and annoying experience.,"We bought the fast pass tickets: $35 extra ($93) to bypass the lines all the way up, including the museum, 86th floor observation deck and the new 102nd floor deck. You should have hired a traffic consultant. From start to finish, we were commingled with the $58 ticket holders at least 4 times and had to produce our tickets for scanning 5 times to get back on the express route. And the scanners didn’t work well, so that was a big pain in the neck. After visiting the 86th floor deck we were told the $58 ticket holders and the $93 ticket holders would have to wait in line together to get an elevator to the 102nd floor. That took at least 15 minutes, which more than negated the approximate 10 minutes total we may have saved from the time we entered the building to the time we left. Not worth $35. I felt ripped off. Don’t get me wrong, we had a great time (6 of us including 3 international visitors on their first trip to the USA). The view is awesome from both 86 and 102. But the Express Pass is a total and complete rip off.",4.0,3.5996
4299,A must visit!,"Fantastic views from above. We visited at night which was amazing, seeing all the lights and view of Manhattan.",5.0,4.6251999999999995
4300,Beautiful view,"It will be better for unblocked view , without the metal grilles, just like rockfeller. The lifts were fast and smooth.",3.0,4.3194
4301,Very Good but could be better,"We had tickets to the 102nd floor. However, it was not clearly marked on the 86 floor where to go to catch the elevator. Furthermore there were people in line for the 102nd floor who did not realize they did not have tickets That gave them access. The staff were very friendly and tried to help the process run as smoothly as possible. However, there could be better directional flow.",4.0,4.2822
4302,Excellent,Very well organised. A truly memorable experience. Would totally recommend this as a tourist attraction. Spectacular views of the city,5.0,4.7694
4303,One of the Must See attractions for NYC,The Empire State building is something that we have all heard of but can't truly appreciate until you see it in person . This was my wife and son's first time and they enjoyed it a great deal! A beloved icon that is great to see. The staff that we interacted with were nice and answered any questions with a smile.,5.0,4.9524
4304,We had a wonderful time!,Our trip was above expectations! We spend about 30 minutes in line and we had a sunny day on top! Was great for pictures!,5.0,4.7234
4305,Outstanding attraction,"The building itself is immense and alone is worth the visit but the views from the observation deck, the 86th lookout and the new 102nd floor are amazing, especially on a clear day. We visited in the evening lights were spectacular. Everything is very well organized. You can pay for an expedited line but unless it is really busy the extra cost is unnecessary
.",5.0,4.8184000000000005
4306,It was an amazing experience!,The experience was great from the beginning. The museum before going to the observatory is very interesting and makes the line entertaining.,5.0,4.7496
4307,Late,"I booked the sunrise experiance, it was 250 bucks for my girlfriend and I. Now the only reason I'm leaving a review with two stars is because they told me to show up at six, I was 15 min early and they didnt let me in till bbn past 630, I'm from Florida is was thirty degrees outside and they left us outside. Other than that it was great, but 250 come on you gotta be ontime",2.0,3.7432
4308,Greatest view in New York (especially at night),The view at night is breathtaking. The staff was really friendly and kind and I don’t know if it was the time of my visit or I got lucky but the access was quick and easy.,5.0,4.7682
4309,Awesome view!,This was an experience of a lifetime. I bought the express pass and it was worth beating all that crowd.,5.0,2.4536
4310,Good views...after LONG waits!,"The views are great, but it’s pure pandemonium getting up three elevators to the 102nd story. Don’t get those tickets as it’s a pure waste of time. The views are good enough from the 86th floor. There is no system to get people up and down. Everyone is running around aimlessly trying to figure out which line to queue up in with some lines going up and other lines going down. The workers are absolutely clueless and everyone gives a different answer. I feel badly for the foreign tourists who looked absolutely baffled. It’s really a disorganized mess.",2.0,1.1164
4311,Wonderful changes,"Visited for the 1st time in 2000, it was great but dated at the time. Revisited in Nov 2019 with my new family and her family. My father in-law had never been to NY. We had an amazing time, especially due to the upgrades. Thank you Empire State",5.0,4.8002
4312,Amazing view!,"We took the tour up to the 102nd floor, and we loved everything about the Empire State Building. The view was spectacular, and we got amazing pictures! Get there by 9:00 a.m. and avoid the lines. We didn’t have to wait.",5.0,4.5554
4313,Great place to visit,The visit was our second time in the last two years (one at night/one during day). We went early in the day before 11:00. The lines were short and the crowds light.,5.0,3.0
4314,What a view,"The best view in NY, well worth the money to get to 102, great views and being in the open air great for photographs",5.0,4.8936
4315,Awesome!!,Organized and completely redone since my last time over 30 yrs ago. The 102nd floor was AWESOME!!! WOW!!,4.0,4.8212
4316,Love it,One of the best views of NYC! The art deco inside the building is fantastic. It’s a place you need to go while visiting the big Apple.,5.0,4.6878
4317,High in the sky,Would’ve been 5 stars if the New York explorer pass covered the 102 floor but overall. Very enjoyable,4.0,4.2948
4318,Awesome experience!,Breathtaking view at night. Enjoyed reading the history of the construction process. Security personnel along with everyone that worked at the building were friendly and helpful. Hope to visit again during the day.,5.0,4.897
4319,Superb,"Superb mind blowing, well organized and systematic entry and exit we had a very beautiful view of the new york skyline.",5.0,4.7716
4320,Empire State Building,"It was a perfect time to visit. The Christmas lights were on and the sun was just setting.
We purchased the express tickets and it was so worth it.
The staff was very helpful and the trip was fabulous.",5.0,4.8266
4321,EXCELLENT!!!,"Overall things were pretty good.. security was very smooth, although they didn't allow me to carry my hip flask, but they kept it with security & was collected back on the way to exit..excellent way of managing so many people thru 2 Elevators..will revisit for sure!!",5.0,4.6886
4322,Amazing 👍🏻,"Visited with my daughter, we had the New York City pass, so didn’t have to pay as this it was included with our pass. We did pay to upgrade to go up to the 102nd floor, which was definitely worth it. The views were amazing & all the staff were very friendly & helpful. The building itself is lovely & there is lots to see & do. Would definitely recommend this",5.0,4.9378
4323,Empire State Building,"Overall is good, but the 102nd floor is not surprise enough to me.I don't know what it feels like not to go during the day, but at night you can almost overlook the bustling night view of the entire Manhattan area, and few cities in the world have such spectacular scenes.",5.0,3.91
